¥Ó½Ð¤é´Á,¾÷ºØ®Æ¸¹,¾÷ºØ«~¦W,²£´ú®Æ¸¹- ¬y¤ô¸¹,"²£´ú®Æ¸¹-
 ª©¥»¸¹",¬y¤ô¸¹+ª©¥»¸¹,²£´ú«~¦W,­t³d¤H,µ{¦¡­×§ï,¥¿¦¡ EC,³Æµù(EC³æ¸¹),"EC
 ´£¥X¤é´Á","EC
 §¹¦¨¤é´Á",,,,,,,,,,,
2022/10/31,1104A0224304,AG46P,FA7001310,241,FA7001310241,Test AG46P MCU Test 2.41,¯Õ·z,,,,,,,,,,,,,,,,
2022/10/31,1104A0224304,AG46P,FA7001311,231,FA7001311231,Test AG46P PACBA-Auto 2.31,¯Õ·z,,,,,,,,,,,,,,,,
2022/10/31,1104A0224304,AG46P,FA7001312,201,FA7001312201,Test AG46P Positive Pressure 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/10/31,1104A0224306,AG46-P (EU),FA7001313,241,FA7001313241,Test AG46-P (EU) Check MAC 2.41,¯Õ·z,,,,,,,,,,,,,,,,
2022/10/31,1104A0224306,AG46-P (EU),FA7001314,231,FA7001314231,Test AG46-P (EU) Final Test 2.31,¯Õ·z,,,,,,,,,,,,,,,,
2022/10/31,1104A0224306,AG46-P (EU),FA7001315,251,FA7001315251,Test AG46-P (EU) FW Upgrade 2.51,¯Õ·z,,,,,,,,,,,,,,,,
2022/10/31,1104A0224306,AG46-P (EU),FA7001316,221,FA7001316221,Test AG46-P (EU) GPS Test 2.21,¯Õ·z,,,,,,,,,,,,,,,,
2022/10/31,1104A0224306,AG46-P (EU),FA7001317,241,FA7001317241,Test AG46-P (EU) LTE OTA Test 2.41,¯Õ·z,,,,,,,,,,,,,,,,
2022/10/31,1104A0224306,AG46-P (EU),FA7001318,201,FA7001318201,Test AG46-P (EU) LTE+BLE Test 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/10/31,1104A0224306,AG46-P (EU),FA7001319,231,FA7001319231,Test AG46-P (EU) MCU Test 2.31,¯Õ·z,,,,,,,,,,,,,,,,
2022/10/31,1104A0224306,AG46-P (EU),FA7001320,241,FA7001320241,Test AG46-P (EU) PACBA-Auto 2.41,¯Õ·z,,,,,,,,,,,,,,,,
2022/10/31,1104A0224306,AG46-P (EU),FA7001321,201,FA7001321201,Test AG46-P (EU) Positive Pressure 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/10/31,5216A2479000,Diamond 2.0,FA7001322,201,FA7001322201,Test Diamond 2.0 PCBATest 2.01,ÄÊ¼Ý,Done,Done,SENAO111-202212-0208,2022/12/27,2022/12/29,,,,,,,,,,,
2022/10/31,1203A0016000,Diamond 2.0,FA7001323,201,FA7001323201,Test Diamond 2.0 Print Label 2.01,ÄÊ¼Ý,Done,Done,SENAO111-202212-0208,2022/12/27,2022/12/29,,,,,,,,,,,
2022/10/31,1203A0016000,Diamond 2.0,FA7001324,201,FA7001324201,Test Diamond 2.0 MAC 2.01,ÄÊ¼Ý,Done,Done,SENAO111-202212-0208,2022/12/27,2022/12/29,,,,,,,,,,,
2022/10/31,1203A0016001,Diamond 2.0 US,FA7001325,201,FA7001325201,Test Diamond 2.0 US PCBATest 2.01,ÄÊ¼Ý,X,X,»sµ{²¾¦Ü52¶¥,X,X,,,,,,,,,,,
2022/10/31,1203A0016001,Diamond 2.0 US,FA7001326,201,FA7001326201,Test Diamond 2.0 US Print Label 2.01,ÄÊ¼Ý,Done,Done,SENAO111-202212-0208,2022/12/27,2022/12/29,,,,,,,,,,,
2022/10/31,1203A0016001,Diamond 2.0 US,FA7001327,201,FA7001327201,Test Diamond 2.0 US MAC 2.01,ÄÊ¼Ý,Done,Done,SENAO111-202212-0208,2022/12/27,2022/12/29,,,,,,,,,,,
2022/10/31,1203A0016002,Diamond 2.0 ANZ,FA7001328,201,FA7001328201,Test Diamond 2.0 ANZ PCBATest 2.01,ÄÊ¼Ý,X,X,»sµ{²¾¦Ü52¶¥,X,X,,,,,,,,,,,
2022/10/31,1203A0016002,Diamond 2.0 ANZ,FA7001329,201,FA7001329201,Test Diamond 2.0 ANZ Print Label 2.01,ÄÊ¼Ý,Done,Done,SENAO111-202212-0208,2022/12/27,2022/12/29,,,,,,,,,,,
2022/10/31,1203A0016002,Diamond 2.0 ANZ,FA7001330,201,FA7001330201,Test Diamond 2.0 ANZ MAC 2.01,ÄÊ¼Ý,Done,Done,SENAO111-202212-0208,2022/12/27,2022/12/29,,,,,,,,,,,
2022/11/1,1102A1371306,WAX214-100NAS,FA7001331,201,FA7001331201,Test WAX214-100NAS LabelCheck AP07 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1371306,WAX214-100NAS,FA7001332,221,FA7001332221,Test WAX214-100NAS LabelCheck AP26 2.21,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1371307,WAX214-100EUS,FA7001333,201,FA7001333201,Test WAX214-100EUS LabelCheck AP07 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1371307,WAX214-100EUS,FA7001334,241,FA7001334241,Test WAX214-100EUS LabelCheck AP26 2.41,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1371308,WAX214PA-100NAS,FA7001335,201,FA7001335201,Test WAX214PA-100NAS LabelCheck AP07 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1371308,WAX214PA-100NAS,FA7001336,221,FA7001336221,Test WAX214PA-100NAS LabelCheck AP26 2.21,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1371310,WAX214PB-100NAS,FA7001337,201,FA7001337201,Test WAX214PB-100NAS LabelCheck AP07 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1371310,WAX214PB-100NAS,FA7001338,201,FA7001338201,Test WAX214PB-100NAS LabelCheck AP26 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1371311,WAX214PA-100CNS,FA7001339,201,FA7001339201,Test WAX214PA-100CNS LabelCheck AP07 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1371311,WAX214PA-100CNS,FA7001340,201,FA7001340201,Test WAX214PA-100CNS LabelCheck AP26 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1440300,WAX620-100NAS,FA7001341,201,FA7001341201,Test WAX620-100NAS LabelCheck AP07 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1440300,WAX620-100NAS,FA7001342,221,FA7001342221,Test WAX620-100NAS LabelCheck AP26 2.21,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1440301,WAX620-100EUS,FA7001343,201,FA7001343201,Test WAX620-100EUS LabelCheck AP07 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1440301,WAX620-100EUS,FA7001344,241,FA7001344241,Test WAX620-100EUS LabelCheck AP26 2.41,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1440302,WAX620PA-100NAS,FA7001345,201,FA7001345201,Test WAX620PA-100NAS LabelCheck AP07 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1440302,WAX620PA-100NAS,FA7001346,211,FA7001346211,Test WAX620PA-100NAS LabelCheck AP26 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1402A0135301,SWS14-24FPOEv2,FA7001347,211,FA7001347211,Test SWS14-24FPOEv2 Final Test 2.11,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0135301,SWS14-24FPOEv2,FA7001348,221,FA7001348221,Test SWS14-24FPOEv2 FW Upgrade 2.21,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0135301,SWS14-24FPOEv2,FA7001349,201,FA7001349201,Test SWS14-24FPOEv2 InnerLoop Test 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0135301,SWS14-24FPOEv2,FA7001350,201,FA7001350201,Test SWS14-24FPOEv2 Power Load 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0135301,SWS14-24FPOEv2,FA7001351,201,FA7001351201,Test SWS14-24FPOEv2 SystemTest 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0135301,SWS14-24FPOEv2,FA7001352,201,FA7001352201,Test SWS14-24FPOEv2 MAC 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0137300,SWS14-24,FA7001353,231,FA7001353231,Test SWS14-24 Final Test 2.31,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0137300,SWS14-24,FA7001354,271,FA7001354271,Test SWS14-24 FW Upgrade 2.71,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0137300,SWS14-24,FA7001355,231,FA7001355231,Test SWS14-24 InnerLoop Test 2.31,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0137300,SWS14-24,FA7001356,211,FA7001356211,Test SWS14-24 SystemTest 2.11,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0137300,SWS14-24,FA7001357,221,FA7001357221,Test SWS14-24 MAC 2.21,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0139300,SWS12-8,FA7001358,241,FA7001358241,Test SWS12-8 Final Test 2.41,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0139300,SWS12-8,FA7001359,261,FA7001359261,Test SWS12-8 FW Upgrade 2.61,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0139300,SWS12-8,FA7001360,221,FA7001360221,Test SWS12-8 InnerLoop Test 2.21,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0139300,SWS12-8,FA7001361,231,FA7001361231,Test SWS12-8 SystemTest 2.31,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0139300,SWS12-8,FA7001362,201,FA7001362201,Test SWS12-8 MAC 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0141301,SWS14-48FPOEv2,FA7001363,211,FA7001363211,Test SWS14-48FPOEv2 Final Test 2.11,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0141301,SWS14-48FPOEv2,FA7001364,221,FA7001364221,Test SWS14-48FPOEv2 FW Upgrade 2.21,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0141301,SWS14-48FPOEv2,FA7001365,201,FA7001365201,Test SWS14-48FPOEv2 InnerLoop Test 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0141301,SWS14-48FPOEv2,FA7001366,201,FA7001366201,Test SWS14-48FPOEv2 Power Load 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0141301,SWS14-48FPOEv2,FA7001367,201,FA7001367201,Test SWS14-48FPOEv2 SystemTest 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0141301,SWS14-48FPOEv2,FA7001368,201,FA7001368201,Test SWS14-48FPOEv2 MAC 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0143300,SWS14-48,FA7001369,241,FA7001369241,Test SWS14-48 Final Test 2.41,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0143300,SWS14-48,FA7001370,271,FA7001370271,Test SWS14-48 FW Upgrade 2.71,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0143300,SWS14-48,FA7001371,231,FA7001371231,Test SWS14-48 InnerLoop Test 2.31,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0143300,SWS14-48,FA7001372,211,FA7001372211,Test SWS14-48 SystemTest 2.11,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0143300,SWS14-48,FA7001373,221,FA7001373221,Test SWS14-48 MAC 2.21,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0147301,SWS12-8POEv2,FA7001374,221,FA7001374221,Test SWS12-8POEv2 Final Test 2.21,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0147301,SWS12-8POEv2,FA7001375,221,FA7001375221,Test SWS12-8POEv2 FW Upgrade 2.21,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0147301,SWS12-8POEv2,FA7001376,201,FA7001376201,Test SWS12-8POEv2 InnerLoop Test 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0147301,SWS12-8POEv2,FA7001377,201,FA7001377201,Test SWS12-8POEv2 Power Load 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0147301,SWS12-8POEv2,FA7001378,201,FA7001378201,Test SWS12-8POEv2 SystemTest 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0147301,SWS12-8POEv2,FA7001379,201,FA7001379201,Test SWS12-8POEv2 MAC 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0157301,SWS12-10FPOEv2,FA7001380,211,FA7001380211,Test SWS12-10FPOEv2 Final Test 2.11,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0157301,SWS12-10FPOEv2,FA7001381,221,FA7001381221,Test SWS12-10FPOEv2 FW Upgrade 2.21,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0157301,SWS12-10FPOEv2,FA7001382,201,FA7001382201,Test SWS12-10FPOEv2 InnerLoop Test 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0157301,SWS12-10FPOEv2,FA7001383,201,FA7001383201,Test SWS12-10FPOEv2 Power Load 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0157301,SWS12-10FPOEv2,FA7001384,201,FA7001384201,Test SWS12-10FPOEv2 SystemTest 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1402A0157301,SWS12-10FPOEv2,FA7001385,201,FA7001385201,Test SWS12-10FPOEv2 MAC 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,5100A2087001,GX20-HW,FA7001386,211,FA7001386211,Test GX20-HW IIP Test 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,5100A2087001,GX20-HW,FA7001387,211,FA7001387211,Test GX20-HW PCBATest 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,5100A2087001,GX20-HW,FA7001388,201,FA7001388201,Test GX20-HW PSE Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,5100A2087001,GX20-HW,FA7001389,221,FA7001389221,Test GX20-HW MAC 2.21,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,5100Z5719300,Bouncer AUX BD ASSEM (Bundle),FA7001390,201,FA7001390201,Test Bouncer AUX BD ASSEM (Bundle) PCBATest 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,5100Z5718300,Bouncer CON BD ASSEM (Bundle),FA7001391,201,FA7001391201,Test Bouncer CON BD ASSEM (Bundle) PCBATest 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,5100Z5717300,Bouncer IO BD ASSEM (Bundle),FA7001392,201,FA7001392201,Test Bouncer IO BD ASSEM (Bundle) PCBATest 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,5100Z5716300,Bouncer Main BD ASSEM (Bundle),FA7001393,201,FA7001393201,Test Bouncer Main BD ASSEM (Bundle) PCBATest 2.01,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/1,1102A1359300,ECW115 (INT),FA7001402,201,FA7001402201,Test ECW115 (INT) Final Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1359300,ECW115 (INT),FA7001403,201,FA7001403201,Test ECW115 (INT) Power Calibration 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1359300,ECW115 (INT),FA7001404,201,FA7001404201,Test ECW115 (INT) Throughput Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1359300,ECW115 (INT),FA7001405,221,FA7001405221,Test ECW115 (INT) MAC 2.21,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1359301,ECW115 (ETSI),FA7001406,201,FA7001406201,Test ECW115 (ETSI) Final Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1359301,ECW115 (ETSI),FA7001407,201,FA7001407201,Test ECW115 (ETSI) Power Calibration 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1359301,ECW115 (ETSI),FA7001408,201,FA7001408201,Test ECW115 (ETSI) Throughput Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/1,1102A1359301,ECW115 (ETSI),FA7001409,221,FA7001409221,Test ECW115 (ETSI) MAC 2.21,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/11/2,1102A1376302,EWS850AP (UK),FA7001394,201,FA7001394201,Test EWS850AP (UK) Final Test 2.01,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1376302,EWS850AP (UK),FA7001395,202,FA7001395202,Test EWS850AP (UK) Power Calibration 2.02,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1376302,EWS850AP (UK),FA7001396,201,FA7001396201,Test EWS850AP (UK) Throughput Test 2.01,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1376302,EWS850AP (UK),FA7001397,203,FA7001397203,Test EWS850AP (UK) MAC 2.03,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1376303,EWS850AP (INT),FA7001398,201,FA7001398201,Test EWS850AP (INT) Final Test 2.01,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1376303,EWS850AP (INT),FA7001399,202,FA7001399202,Test EWS850AP (INT) Power Calibration 2.02,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1376303,EWS850AP (INT),FA7001400,201,FA7001400201,Test EWS850AP (INT) Throughput Test 2.01,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1376303,EWS850AP (INT),FA7001401,203,FA7001401203,Test EWS850AP (INT) MAC 2.03,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,5100Z2393300,EnStationACv2 KIT (FCC) (Bundle),FA7001410,201,FA7001410201,Test EnStationACv2 KIT (FCC) (Bundle) Final Test 2.01,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,5100Z2393300,EnStationACv2 KIT (FCC) (Bundle),FA7001411,211,FA7001411211,Test EnStationACv2 KIT (FCC) (Bundle) Power Calibration 2.4G 2.11,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,5100Z2393300,EnStationACv2 KIT (FCC) (Bundle),FA7001412,201,FA7001412201,Test EnStationACv2 KIT (FCC) (Bundle) Power Calibration 5G 2.01,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,5100Z2393300,EnStationACv2 KIT (FCC) (Bundle),FA7001413,211,FA7001413211,Test EnStationACv2 KIT (FCC) (Bundle) Throughput Test 2.11,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,5100Z2393300,EnStationACv2 KIT (FCC) (Bundle),FA7001414,211,FA7001414211,Test EnStationACv2 KIT (FCC) (Bundle) MAC 2.11,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1190900,ENS610EXT (FCC),FA7001415,211,FA7001415211,Test ENS610EXT (FCC) Final Test 2.11,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1190900,ENS610EXT (FCC),FA7001416,211,FA7001416211,Test ENS610EXT (FCC) Power Calibration 2.4G 2.11,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1190900,ENS610EXT (FCC),FA7001417,221,FA7001417221,Test ENS610EXT (FCC) Power Calibration 5G 2.21,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1190900,ENS610EXT (FCC),FA7001418,221,FA7001418221,Test ENS610EXT (FCC) Throughput Test 2.21,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1190900,ENS610EXT (FCC),FA7001419,221,FA7001419221,Test ENS610EXT (FCC) MAC 2.21,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1190901,ENS610EXT (ETSI),FA7001420,211,FA7001420211,Test ENS610EXT (ETSI) Final Test 2.11,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1190901,ENS610EXT (ETSI),FA7001421,211,FA7001421211,Test ENS610EXT (ETSI) Power Calibration 2.4G 2.11,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1190901,ENS610EXT (ETSI),FA7001422,221,FA7001422221,Test ENS610EXT (ETSI) Power Calibration 5G 2.21,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1190901,ENS610EXT (ETSI),FA7001423,221,FA7001423221,Test ENS610EXT (ETSI) Throughput Test 2.21,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1190901,ENS610EXT (ETSI),FA7001424,231,FA7001424231,Test ENS610EXT (ETSI) MAC 2.31,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1190903,ENS610EXT (INT),FA7001425,211,FA7001425211,Test ENS610EXT (INT) Final Test 2.11,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1190903,ENS610EXT (INT),FA7001426,211,FA7001426211,Test ENS610EXT (INT) Power Calibration 2.4G 2.11,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1190903,ENS610EXT (INT),FA7001427,221,FA7001427221,Test ENS610EXT (INT) Power Calibration 5G 2.21,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1190903,ENS610EXT (INT),FA7001428,221,FA7001428221,Test ENS610EXT (INT) Throughput Test 2.21,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1190903,ENS610EXT (INT),FA7001429,231,FA7001429231,Test ENS610EXT (INT) MAC 2.31,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,5101Z2089300,EPM180D ASSEM (Bundle),FA7001430,201,FA7001430201,Test EPM180D ASSEM (Bundle) Final Test 2.01,À³§B,,,,,,,,,,,,,,,,
2022/11/2,0307A0018300,SP-935 HC,FA7001431,201,FA7001431201,Test SP-935 HC Handset 2.01,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,0210A0040000,SP-935,FA7001432,201,FA7001432201,Test SP-935 Base 2.01,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,0210A0040000,SP-935,FA7001433,201,FA7001433201,Test SP-935 Handset 2.01,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,0210A0040000,SP-935,FA7001434,201,FA7001434201,Test SP-935 MAC 2.01,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,0306A0021300,SP-935 BU,FA7001435,201,FA7001435201,Test SP-935 BU Base 2.01,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,0306A0021300,SP-935 BU,FA7001436,201,FA7001436201,Test SP-935 BU MAC 2.01,ªQ¦t,,,,,,,,,,,,,,,,
2022/11/2,1102A1402300,FAP-432F(US),FA7001437,221,FA7001437221,Test FAP-432F(US) Power Calibration AX+R3+BLE 2.21,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/2,1102A1402300,FAP-432F(US),FA7001438,221,FA7001438221,Test FAP-432F(US) Throughput Test 2.21,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/2,1102A1402300,FAP-432F(US),FA7001439,291,FA7001439291,Test FAP-432F(US) MAC 2.91,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/2,5216A2209000,FAP-432F ADJUST,FA7001440,200,FA7001440200,Test FAP-432F ADJUST POE Test 2.00,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/2,5216A2209010,FAP-432F(AME) ADJUST,FA7001441,200,FA7001441200,Test FAP-432F(AME) ADJUST POE Test 2.00,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/2,1102A1402301,FAP-432F(EU),FA7001442,221,FA7001442221,Test FAP-432F(EU) Power Calibration AX+R3+BLE 2.21,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/2,1102A1402301,FAP-432F(EU),FA7001443,221,FA7001443221,Test FAP-432F(EU) Throughput Test 2.21,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/2,1102A1402301,FAP-432F(EU),FA7001444,291,FA7001444291,Test FAP-432F(EU) MAC 2.91,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/2,1102A1404300,FAP-234F(US),FA7001445,231,FA7001445231,Test FAP-234F(US) Power Calibration AX+R3+BLE 2.31,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/2,1102A1404300,FAP-234F(US),FA7001446,231,FA7001446231,Test FAP-234F(US) Throughput Test 2.31,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/2,1102A1404300,FAP-234F(US),FA7001447,271,FA7001447271,Test FAP-234F(US) MAC 2.71,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/2,1102A1404301,FAP-234F(EU),FA7001448,221,FA7001448221,Test FAP-234F(EU) Power Calibration AX+R3+BLE 2.21,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/2,1102A1404301,FAP-234F(EU),FA7001449,231,FA7001449231,Test FAP-234F(EU) Throughput Test 2.31,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/2,1102A1404301,FAP-234F(EU),FA7001450,271,FA7001450271,Test FAP-234F(EU) MAC 2.71,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/2,5216A2212000,FAP-234F ADJUST,FA7001451,200,FA7001451200,Test FAP-234F ADJUST POE Test 2.00,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/2,1102A1389302,FAP-231F-2R (54.03038.M001),FA7001452,241,FA7001452241,Test FAP-231F-2R (54.03038.M001) Power Calibration 2.41,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/2,1102A1389302,FAP-231F-2R (54.03038.M001),FA7001453,200,FA7001453200,Test FAP-231F-2R (54.03038.M001) Throughput Test 2.00,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/2,1102A1389302,FAP-231F-2R (54.03038.M001),FA7001454,231,FA7001454231,Test FAP-231F-2R (54.03038.M001) MAC 2.31,¯Õ·z,,,,,,,,,,,,,,,,
2022/11/2,1102A1448301,C-360(M3TEK),FA7001455,200,FA7001455200,Test C-360(M3TEK) Write BLE MAC 2.00,à±µ¾,Done,Done,SENAO111-202212-0155,2022/12/21,2022/12/27,,,,,,,,,,,
2022/11/2,1102A1448301,C-360(M3TEK),FA7001456,200,FA7001456200,Test C-360(M3TEK) TP_Iron 2.00,à±µ¾,Done,Done,SENAO111-202212-0155,2022/12/21,2022/12/27,,,,,,,,,,,
2022/11/2,1102A1448301,C-360(M3TEK),FA7001457,200,FA7001457200,Test C-360(M3TEK) TP_Pine 2.00,à±µ¾,Done,Done,SENAO111-202212-0155,2022/12/21,2022/12/27,,,,,,,,,,,
2022/11/2,1102A1448301,C-360(M3TEK),FA7001458,200,FA7001458200,Test C-360(M3TEK) MAC 2.00,à±µ¾,Done,Done,SENAO111-202212-0155,2022/12/21,2022/12/27,,,,,,,,,,,
2022/11/2,1102A1448301,C-360(M3TEK),FA7001459,200,FA7001459200,Test C-360(M3TEK) Customer FW Upgrade 2.00,à±µ¾,Done,Done,SENAO111-202212-0155,2022/12/21,2022/12/27,,,,,,,,,,,
2022/11/3,1107A0015300,Ripley HW-AC62,FA7001460,200,FA7001460200,Test Ripley HW-AC62 Final Test 2.00,¯Õ·z,,,,,,,,,,,,,,,,
